0.22,5560,
0.33,5888,
0.45,6081,
0.56,6637,
0.69,12379,
0.80,12434,
0.92,12885,
1.03,12885,
1.14,12889,
1.28,13190,
1.40,13290,
1.49,13669,
1.57,13796,
1.66,13824,
1.76,13876,
1.86,14218,
1.95,14658,
2.05,14695,
2.16,14865,
2.24,14892,
2.35,14917,
2.48,15034,
2.58,15035,
2.76,15593,
2.86,15604,
2.96,15604,
3.05,15668,
3.16,15670,
3.24,15683,
3.35,15740,
3.52,15762,
3.69,16383,
3.79,16452,
3.90,16452,
4.10,16457,
4.18,16473,
4.30,17023,
4.40,17035,
4.48,17042,
4.60,17050,
4.69,17050,
4.79,17051,
4.91,17065,
4.99,17065,
5.09,17065,
5.19,17065,
5.29,17120,
5.41,17123,
5.51,17125,
5.61,17153,
5.74,17682,
5.84,17687,
5.97,17704,
6.11,17704,
6.22,17705,
6.34,17706,
6.46,17706,
6.58,17706,
6.70,17885,
6.84,17885,
6.96,18107,
7.04,18107,
7.11,18107,
7.29,18109,
7.37,18109,
7.51,18150,
7.61,18150,
7.71,18150,
8.04,18417,
8.56,18473,
8.66,18493,
8.83,18495,
8.92,18515,
9.16,18543,
9.30,18546,
9.41,18546,
9.54,18549,
9.63,18549,
9.72,18584,
9.80,18584,
9.90,18584,
10.01,18590,
10.11,18590,
10.24,18590,
10.33,18590,
10.60,18591,
10.72,18624,
10.83,18650,
10.95,18681,
11.08,18694,
11.17,18694,
11.30,18694,
11.37,18694,
11.51,18741,
11.60,18741,
11.71,18741,
11.85,18741,
11.93,18741,
12.02,18748,
12.12,18800,
12.26,18801,
12.37,18915,
12.48,18915,
12.59,18928,
12.68,18975,
12.79,18975,
12.88,18989,
12.97,19017,
13.05,19017,
13.14,19018,
13.25,19018,
13.35,19024,
13.43,19024,
13.52,19025,
13.64,19027,
13.77,19097,
13.85,19116,
13.96,19116,
14.10,19244,
14.19,19252,
14.27,19252,
14.41,19257,
14.58,19276,
14.77,19276,
14.88,19276,
14.96,19276,
15.04,19276,
15.18,19276,
15.27,19277,
15.35,19277,
15.46,19278,
15.60,19278,
15.70,19278,
15.83,19310,
15.92,19310,
16.02,19310,
16.11,19310,
16.20,19310,
16.29,19310,
16.38,19314,
16.46,19316,
16.56,19339,
16.67,19339,
16.92,19341,
17.13,19344,
17.21,19347,
