0.24,4828,
0.35,11606,
0.47,12860,
0.60,13042,
0.72,13124,
1.00,13978,
1.13,14014,
1.29,14076,
1.43,14129,
1.61,14209,
1.71,14268,
1.82,14281,
1.93,14285,
2.02,14309,
2.13,14309,
2.22,14309,
2.37,14364,
2.46,14484,
2.61,14543,
2.71,14543,
2.80,14558,
2.95,14563,
3.04,14565,
3.14,14598,
3.23,14687,
3.33,14716,
3.46,14817,
3.60,15051,
3.73,15051,
3.84,15051,
3.96,15058,
4.08,15060,
4.19,15060,
4.30,15197,
4.40,15197,
4.55,15376,
4.78,15491,
4.96,15523,
5.27,15527,
5.37,15548,
5.48,15548,
5.56,15548,
5.65,15549,
5.79,15570,
5.90,15643,
6.03,15794,
6.15,15902,
6.25,15909,
6.36,15942,
6.55,15947,
6.69,15966,
6.80,16007,
6.94,16016,
7.03,16016,
7.31,16016,
7.41,16027,
7.49,16027,
7.58,16029,
7.68,16029,
7.77,16134,
7.89,16134,
8.02,16144,
8.13,16150,
8.23,16152,
8.36,16156,
8.73,16192,
8.81,16192,
8.92,16192,
9.03,16195,
9.13,16195,
9.27,16200,
9.38,16200,
9.49,16235,
9.58,16242,
9.67,16242,
9.80,17095,
9.89,17225,
9.98,17226,
10.35,17229,
10.45,17229,
10.57,17229,
10.74,17240,
10.83,17247,
10.93,17253,
11.09,17331,
11.20,17331,
11.30,17331,
11.40,17331,
11.56,17333,
11.94,17387,
12.03,17387,
12.12,17387,
12.26,17387,
12.36,17387,
12.47,17430,
12.61,17865,
12.74,17868,
12.90,18205,
13.01,18205,
13.15,18273,
13.29,18279,
13.48,18279,
13.57,18284,
13.74,18293,
13.89,18380,
14.14,18388,
14.24,18388,
14.31,18388,
14.42,18389,
14.53,18389,
14.66,18389,
14.77,18389,
14.91,18389,
15.06,18475,
15.19,18520,
15.28,18520,
15.39,18522,
15.63,18523,
15.79,18524,
15.88,18543,
15.99,18543,
16.11,18664,
16.22,18664,
16.30,18664,
16.45,18664,
16.80,18668,
16.91,18668,
17.11,18807,
17.19,18807,
17.31,18808,
17.47,18808,
17.60,18852,
17.73,18855,
17.86,18901,
18.01,18926,
18.10,18926,
18.24,18926,
18.34,18926,
18.45,18942,
18.56,18942,
18.71,18942,
18.80,18942,
19.09,19019,
19.21,19019,
19.32,19115,
19.49,19130,
19.62,19130,
19.70,19130,
19.82,19132,
19.97,19132,
20.08,19149,
20.20,19149,
20.34,19149,
20.45,19149,
20.57,19149,
20.70,19149,
20.79,19149,
20.93,19149,
21.02,19150,
21.14,19150,
21.28,19165,
21.40,19165,
21.50,19165,
21.62,19165,
21.75,19165,
21.83,19166,
22.01,19168,
22.11,19168,
22.26,19189,
22.34,19189,
22.44,19189,
22.55,19361,
22.65,19361,
22.76,19365,
22.85,19365,
22.96,19365,
23.07,19365,
23.23,19365,
23.31,19365,
23.40,19367,
23.50,19367,
23.60,19367,
23.73,19367,
23.89,19383,
24.07,19384,
24.20,19384,
24.30,19384,
24.52,19490,
24.66,19490,
24.75,19490,
24.86,19490,
24.95,19637,
25.10,19638,
25.29,19638,
25.38,19638,
25.49,19638,
25.58,19655,
25.66,19655,
25.76,19661,
25.85,19661,
25.98,19676,
26.11,19676,
26.35,19676,
26.71,19682,
26.87,19719,
26.95,19719,
27.06,19721,
27.19,19730,
27.30,19730,
27.40,19730,
27.51,19730,
27.62,19730,
27.70,19730,
27.85,19730,
27.96,19730,
28.07,19730,
28.19,19730,
28.32,19730,
28.42,19730,
28.53,19730,
28.64,19730,
28.74,19730,
28.85,19736,
28.97,19736,
29.08,19767,
29.18,19767,
29.27,19767,
29.39,19787,
29.50,19787,
29.67,19789,
29.89,19789,
30.02,19789,
30.14,19789,
30.26,19789,
30.37,19789,
30.48,19789,
30.56,19789,
30.71,19789,
30.82,19789,
30.93,19789,
31.04,19789,
31.12,19789,
31.22,19790,
31.34,19790,
31.43,19790,
31.53,19790,
31.62,19803,
31.77,19803,
31.88,19803,
31.96,19805,
32.06,19805,
32.15,19805,
32.28,19809,
32.38,19810,
32.48,19810,
32.59,19810,
32.70,19810,
32.81,19810,
32.93,19810,
33.04,19810,
33.13,19810,
33.26,19810,
33.42,19810,
33.52,19810,
33.64,19813,
33.74,19813,
33.85,19814,
33.94,19814,
34.14,19816,
34.24,19836,
34.35,19836,
34.63,19838,
34.72,19838,
34.80,19838,
34.96,19873,
35.06,19873,
35.16,19873,
35.31,19875,
35.42,19880,
35.52,19880,
35.62,19886,
35.71,19898,
35.81,19898,
35.92,19898,
36.03,19900,
36.12,19900,
36.21,19900,
36.31,19900,
36.46,19900,
36.61,19900,
36.71,19900,
36.85,19924,
36.95,19924,
37.04,19940,
37.20,19940,
37.31,19940,
37.66,19940,
37.96,19953,
38.09,20106,
38.23,20110,
38.32,20110,
38.41,20110,
38.55,20121,
38.65,20121,
38.77,20121,
38.88,20121,
38.98,20121,
39.07,20121,
39.17,20121,
39.29,20121,
39.38,20121,
